 +--------------------+
 | Program exercise13 |
 +--------------------+

 ----------------------------------------
         n        1/n**2          error
      8496       1.644816       0.000118
      8497       1.644816       0.000118
      8498       1.644816       0.000118
      8499       1.644816       0.000118
      8500       1.644816       0.000118
      8501       1.644816       0.000118
      8502       1.644816       0.000118
      8503       1.644816       0.000118
      8504       1.644816       0.000118
      8505       1.644816       0.000118
      8506       1.644817       0.000118
      8507       1.644817       0.000118
      8508       1.644817       0.000118
      8509       1.644817       0.000118
      8510       1.644817       0.000118
      8511       1.644817       0.000117
      8512       1.644817       0.000117
      8513       1.644817       0.000117
      8514       1.644817       0.000117
      8515       1.644817       0.000117
      8516       1.644817       0.000117
      8517       1.644817       0.000117
      8518       1.644817       0.000117
      8519       1.644817       0.000117
      8520       1.644817       0.000117
      8521       1.644817       0.000117
      8522       1.644817       0.000117
      8523       1.644817       0.000117
      8524       1.644817       0.000117
      8525       1.644817       0.000117
      8526       1.644817       0.000117
      8527       1.644817       0.000117
      8528       1.644817       0.000117
      8529       1.644817       0.000117
      8530       1.644817       0.000117
      8531       1.644817       0.000117
      8532       1.644817       0.000117
      8533       1.644817       0.000117
      8534       1.644817       0.000117
      8535       1.644817       0.000117
      8536       1.644817       0.000117
      8537       1.644817       0.000117
      8538       1.644817       0.000117
      8539       1.644817       0.000117
      8540       1.644817       0.000117
      8541       1.644817       0.000117
      8542       1.644817       0.000117
      8543       1.644817       0.000117
      8544       1.644817       0.000117
      8545       1.644817       0.000117
      8546       1.644817       0.000117
      8547       1.644817       0.000117
      8548       1.644817       0.000117
      8549       1.644817       0.000117
      8550       1.644817       0.000117
      8551       1.644817       0.000117
      8552       1.644817       0.000117
      8553       1.644817       0.000117
      8554       1.644817       0.000117
      8555       1.644817       0.000117
      8556       1.644817       0.000117
      8557       1.644817       0.000117
      8558       1.644817       0.000117
      8559       1.644817       0.000117
      8560       1.644817       0.000117
      8561       1.644817       0.000117
      8562       1.644817       0.000117
      8563       1.644817       0.000117
      8564       1.644817       0.000117
      8565       1.644817       0.000117
      8566       1.644817       0.000117
      8567       1.644817       0.000117
      8568       1.644817       0.000117
      8569       1.644817       0.000117
      8570       1.644817       0.000117
      8571       1.644817       0.000117
      8572       1.644817       0.000117
      8573       1.644817       0.000117
      8574       1.644817       0.000117
      8575       1.644817       0.000117
      8576       1.644817       0.000117
      8577       1.644817       0.000117
      8578       1.644817       0.000117
      8579       1.644818       0.000117
      8580       1.644818       0.000117
      8581       1.644818       0.000117
      8582       1.644818       0.000117
      8583       1.644818       0.000117
      8584       1.644818       0.000116
      8585       1.644818       0.000116
      8586       1.644818       0.000116
      8587       1.644818       0.000116
      8588       1.644818       0.000116
      8589       1.644818       0.000116
      8590       1.644818       0.000116
      8591       1.644818       0.000116
      8592       1.644818       0.000116
      8593       1.644818       0.000116
      8594       1.644818       0.000116
      8595       1.644818       0.000116
      8596       1.644818       0.000116
      8597       1.644818       0.000116
      8598       1.644818       0.000116
      8599       1.644818       0.000116
      8600       1.644818       0.000116
      8601       1.644818       0.000116
      8602       1.644818       0.000116
      8603       1.644818       0.000116
      8604       1.644818       0.000116
      8605       1.644818       0.000116
      8606       1.644818       0.000116
      8607       1.644818       0.000116
      8608       1.644818       0.000116
      8609       1.644818       0.000116
      8610       1.644818       0.000116
      8611       1.644818       0.000116
      8612       1.644818       0.000116
      8613       1.644818       0.000116
      8614       1.644818       0.000116
      8615       1.644818       0.000116
      8616       1.644818       0.000116
      8617       1.644818       0.000116
      8618       1.644818       0.000116
      8619       1.644818       0.000116
      8620       1.644818       0.000116
      8621       1.644818       0.000116
      8622       1.644818       0.000116
      8623       1.644818       0.000116
      8624       1.644818       0.000116
      8625       1.644818       0.000116
      8626       1.644818       0.000116
      8627       1.644818       0.000116
      8628       1.644818       0.000116
      8629       1.644818       0.000116
      8630       1.644818       0.000116
      8631       1.644818       0.000116
      8632       1.644818       0.000116
      8633       1.644818       0.000116
      8634       1.644818       0.000116
      8635       1.644818       0.000116
      8636       1.644818       0.000116
      8637       1.644818       0.000116
      8638       1.644818       0.000116
      8639       1.644818       0.000116
      8640       1.644818       0.000116
      8641       1.644818       0.000116
      8642       1.644818       0.000116
      8643       1.644818       0.000116
      8644       1.644818       0.000116
      8645       1.644818       0.000116
      8646       1.644818       0.000116
      8647       1.644818       0.000116
      8648       1.644818       0.000116
      8649       1.644818       0.000116
      8650       1.644818       0.000116
      8651       1.644818       0.000116
      8652       1.644818       0.000116
      8653       1.644819       0.000116
      8654       1.644819       0.000116
      8655       1.644819       0.000116
      8656       1.644819       0.000116
      8657       1.644819       0.000116
      8658       1.644819       0.000115
      8659       1.644819       0.000115
      8660       1.644819       0.000115
      8661       1.644819       0.000115
      8662       1.644819       0.000115
      8663       1.644819       0.000115
      8664       1.644819       0.000115
      8665       1.644819       0.000115
      8666       1.644819       0.000115
      8667       1.644819       0.000115
      8668       1.644819       0.000115
      8669       1.644819       0.000115
      8670       1.644819       0.000115
      8671       1.644819       0.000115
      8672       1.644819       0.000115
      8673       1.644819       0.000115
      8674       1.644819       0.000115
      8675       1.644819       0.000115
      8676       1.644819       0.000115
      8677       1.644819       0.000115
      8678       1.644819       0.000115
      8679       1.644819       0.000115
      8680       1.644819       0.000115
      8681       1.644819       0.000115
      8682       1.644819       0.000115
      8683       1.644819       0.000115
      8684       1.644819       0.000115
      8685       1.644819       0.000115
      8686       1.644819       0.000115
      8687       1.644819       0.000115
      8688       1.644819       0.000115
      8689       1.644819       0.000115
      8690       1.644819       0.000115
      8691       1.644819       0.000115
      8692       1.644819       0.000115
      8693       1.644819       0.000115
      8694       1.644819       0.000115
      8695       1.644819       0.000115
      8696       1.644819       0.000115
      8697       1.644819       0.000115
      8698       1.644819       0.000115
      8699       1.644819       0.000115
      8700       1.644819       0.000115
      8701       1.644819       0.000115
      8702       1.644819       0.000115
      8703       1.644819       0.000115
      8704       1.644819       0.000115
      8705       1.644819       0.000115
      8706       1.644819       0.000115
      8707       1.644819       0.000115
      8708       1.644819       0.000115
      8709       1.644819       0.000115
      8710       1.644819       0.000115
      8711       1.644819       0.000115
      8712       1.644819       0.000115
      8713       1.644819       0.000115
      8714       1.644819       0.000115
      8715       1.644819       0.000115
      8716       1.644819       0.000115
      8717       1.644819       0.000115
      8718       1.644819       0.000115
      8719       1.644819       0.000115
      8720       1.644819       0.000115
      8721       1.644819       0.000115
      8722       1.644819       0.000115
      8723       1.644819       0.000115
      8724       1.644819       0.000115
      8725       1.644819       0.000115
      8726       1.644819       0.000115
      8727       1.644819       0.000115
      8728       1.644819       0.000115
      8729       1.644820       0.000115
      8730       1.644820       0.000115
      8731       1.644820       0.000115
      8732       1.644820       0.000115
      8733       1.644820       0.000115
      8734       1.644820       0.000114
      8735       1.644820       0.000114
      8736       1.644820       0.000114
      8737       1.644820       0.000114
      8738       1.644820       0.000114
      8739       1.644820       0.000114
      8740       1.644820       0.000114
      8741       1.644820       0.000114
      8742       1.644820       0.000114
      8743       1.644820       0.000114
      8744       1.644820       0.000114
      8745       1.644820       0.000114
      8746       1.644820       0.000114
      8747       1.644820       0.000114
      8748       1.644820       0.000114
      8749       1.644820       0.000114
      8750       1.644820       0.000114
      8751       1.644820       0.000114
      8752       1.644820       0.000114
      8753       1.644820       0.000114
      8754       1.644820       0.000114
      8755       1.644820       0.000114
      8756       1.644820       0.000114
      8757       1.644820       0.000114
      8758       1.644820       0.000114
      8759       1.644820       0.000114
      8760       1.644820       0.000114
      8761       1.644820       0.000114
      8762       1.644820       0.000114
      8763       1.644820       0.000114
      8764       1.644820       0.000114
      8765       1.644820       0.000114
      8766       1.644820       0.000114
      8767       1.644820       0.000114
      8768       1.644820       0.000114
      8769       1.644820       0.000114
      8770       1.644820       0.000114
      8771       1.644820       0.000114
      8772       1.644820       0.000114
      8773       1.644820       0.000114
      8774       1.644820       0.000114
      8775       1.644820       0.000114
      8776       1.644820       0.000114
      8777       1.644820       0.000114
      8778       1.644820       0.000114
      8779       1.644820       0.000114
      8780       1.644820       0.000114
      8781       1.644820       0.000114
      8782       1.644820       0.000114
      8783       1.644820       0.000114
      8784       1.644820       0.000114
      8785       1.644820       0.000114
      8786       1.644820       0.000114
      8787       1.644820       0.000114
      8788       1.644820       0.000114
      8789       1.644820       0.000114
      8790       1.644820       0.000114
      8791       1.644820       0.000114
      8792       1.644820       0.000114
      8793       1.644820       0.000114
      8794       1.644820       0.000114
      8795       1.644820       0.000114
      8796       1.644820       0.000114
      8797       1.644820       0.000114
      8798       1.644820       0.000114
      8799       1.644820       0.000114
      8800       1.644820       0.000114
      8801       1.644820       0.000114
      8802       1.644820       0.000114
      8803       1.644820       0.000114
      8804       1.644820       0.000114
      8805       1.644821       0.000114
      8806       1.644821       0.000114
      8807       1.644821       0.000114
      8808       1.644821       0.000114
      8809       1.644821       0.000114
      8810       1.644821       0.000114
      8811       1.644821       0.000113
      8812       1.644821       0.000113
      8813       1.644821       0.000113
      8814       1.644821       0.000113
      8815       1.644821       0.000113
      8816       1.644821       0.000113
      8817       1.644821       0.000113
      8818       1.644821       0.000113
      8819       1.644821       0.000113
      8820       1.644821       0.000113
      8821       1.644821       0.000113
      8822       1.644821       0.000113
      8823       1.644821       0.000113
      8824       1.644821       0.000113
      8825       1.644821       0.000113
      8826       1.644821       0.000113
      8827       1.644821       0.000113
      8828       1.644821       0.000113
      8829       1.644821       0.000113
      8830       1.644821       0.000113
      8831       1.644821       0.000113
      8832       1.644821       0.000113
      8833       1.644821       0.000113
      8834       1.644821       0.000113
      8835       1.644821       0.000113
      8836       1.644821       0.000113
      8837       1.644821       0.000113
      8838       1.644821       0.000113
      8839       1.644821       0.000113
      8840       1.644821       0.000113
      8841       1.644821       0.000113
      8842       1.644821       0.000113
      8843       1.644821       0.000113
      8844       1.644821       0.000113
      8845       1.644821       0.000113
      8846       1.644821       0.000113
      8847       1.644821       0.000113
      8848       1.644821       0.000113
      8849       1.644821       0.000113
      8850       1.644821       0.000113
      8851       1.644821       0.000113
      8852       1.644821       0.000113
      8853       1.644821       0.000113
      8854       1.644821       0.000113
      8855       1.644821       0.000113
      8856       1.644821       0.000113
      8857       1.644821       0.000113
      8858       1.644821       0.000113
      8859       1.644821       0.000113
      8860       1.644821       0.000113
      8861       1.644821       0.000113
      8862       1.644821       0.000113
      8863       1.644821       0.000113
      8864       1.644821       0.000113
      8865       1.644821       0.000113
      8866       1.644821       0.000113
      8867       1.644821       0.000113
      8868       1.644821       0.000113
      8869       1.644821       0.000113
      8870       1.644821       0.000113
      8871       1.644821       0.000113
      8872       1.644821       0.000113
      8873       1.644821       0.000113
      8874       1.644821       0.000113
      8875       1.644821       0.000113
      8876       1.644821       0.000113
      8877       1.644821       0.000113
      8878       1.644821       0.000113
      8879       1.644821       0.000113
      8880       1.644821       0.000113
      8881       1.644821       0.000113
      8882       1.644821       0.000113
      8883       1.644821       0.000113
      8884       1.644822       0.000113
      8885       1.644822       0.000113
      8886       1.644822       0.000113
      8887       1.644822       0.000113
      8888       1.644822       0.000113
      8889       1.644822       0.000112
      8890       1.644822       0.000112
      8891       1.644822       0.000112
      8892       1.644822       0.000112
      8893       1.644822       0.000112
      8894       1.644822       0.000112
      8895       1.644822       0.000112
      8896       1.644822       0.000112
      8897       1.644822       0.000112
      8898       1.644822       0.000112
      8899       1.644822       0.000112
      8900       1.644822       0.000112
      8901       1.644822       0.000112
      8902       1.644822       0.000112
      8903       1.644822       0.000112
      8904       1.644822       0.000112
      8905       1.644822       0.000112
      8906       1.644822       0.000112
      8907       1.644822       0.000112
      8908       1.644822       0.000112
      8909       1.644822       0.000112
      8910       1.644822       0.000112
      8911       1.644822       0.000112
      8912       1.644822       0.000112
      8913       1.644822       0.000112
      8914       1.644822       0.000112
      8915       1.644822       0.000112
      8916       1.644822       0.000112
      8917       1.644822       0.000112
      8918       1.644822       0.000112
      8919       1.644822       0.000112
      8920       1.644822       0.000112
      8921       1.644822       0.000112
      8922       1.644822       0.000112
      8923       1.644822       0.000112
      8924       1.644822       0.000112
      8925       1.644822       0.000112
      8926       1.644822       0.000112
      8927       1.644822       0.000112
      8928       1.644822       0.000112
      8929       1.644822       0.000112
      8930       1.644822       0.000112
      8931       1.644822       0.000112
      8932       1.644822       0.000112
      8933       1.644822       0.000112
      8934       1.644822       0.000112
      8935       1.644822       0.000112
      8936       1.644822       0.000112
      8937       1.644822       0.000112
      8938       1.644822       0.000112
      8939       1.644822       0.000112
      8940       1.644822       0.000112
      8941       1.644822       0.000112
      8942       1.644822       0.000112
      8943       1.644822       0.000112
      8944       1.644822       0.000112
      8945       1.644822       0.000112
      8946       1.644822       0.000112
      8947       1.644822       0.000112
      8948       1.644822       0.000112
      8949       1.644822       0.000112
      8950       1.644822       0.000112
      8951       1.644822       0.000112
      8952       1.644822       0.000112
      8953       1.644822       0.000112
      8954       1.644822       0.000112
      8955       1.644822       0.000112
      8956       1.644822       0.000112
      8957       1.644822       0.000112
      8958       1.644822       0.000112
      8959       1.644822       0.000112
      8960       1.644822       0.000112
      8961       1.644822       0.000112
      8962       1.644822       0.000112
      8963       1.644823       0.000112
      8964       1.644823       0.000112
      8965       1.644823       0.000112
      8966       1.644823       0.000112
      8967       1.644823       0.000112
      8968       1.644823       0.000112
      8969       1.644823       0.000111
      8970       1.644823       0.000111
      8971       1.644823       0.000111
      8972       1.644823       0.000111
      8973       1.644823       0.000111
      8974       1.644823       0.000111
      8975       1.644823       0.000111
      8976       1.644823       0.000111
      8977       1.644823       0.000111
      8978       1.644823       0.000111
      8979       1.644823       0.000111
      8980       1.644823       0.000111
      8981       1.644823       0.000111
      8982       1.644823       0.000111
      8983       1.644823       0.000111
      8984       1.644823       0.000111
      8985       1.644823       0.000111
      8986       1.644823       0.000111
      8987       1.644823       0.000111
      8988       1.644823       0.000111
      8989       1.644823       0.000111
      8990       1.644823       0.000111
      8991       1.644823       0.000111
      8992       1.644823       0.000111
      8993       1.644823       0.000111
      8994       1.644823       0.000111
      8995       1.644823       0.000111
      8996       1.644823       0.000111
      8997       1.644823       0.000111
      8998       1.644823       0.000111
      8999       1.644823       0.000111
      9000       1.644823       0.000111
      9001       1.644823       0.000111
      9002       1.644823       0.000111
      9003       1.644823       0.000111
      9004       1.644823       0.000111
      9005       1.644823       0.000111
      9006       1.644823       0.000111
      9007       1.644823       0.000111
      9008       1.644823       0.000111
      9009       1.644823       0.000111
      9010       1.644823       0.000111
      9011       1.644823       0.000111
      9012       1.644823       0.000111
      9013       1.644823       0.000111
      9014       1.644823       0.000111
      9015       1.644823       0.000111
      9016       1.644823       0.000111
      9017       1.644823       0.000111
      9018       1.644823       0.000111
      9019       1.644823       0.000111
      9020       1.644823       0.000111
      9021       1.644823       0.000111
      9022       1.644823       0.000111
      9023       1.644823       0.000111
      9024       1.644823       0.000111
      9025       1.644823       0.000111
      9026       1.644823       0.000111
      9027       1.644823       0.000111
      9028       1.644823       0.000111
      9029       1.644823       0.000111
      9030       1.644823       0.000111
      9031       1.644823       0.000111
      9032       1.644823       0.000111
      9033       1.644823       0.000111
      9034       1.644823       0.000111
      9035       1.644823       0.000111
      9036       1.644823       0.000111
      9037       1.644823       0.000111
      9038       1.644823       0.000111
      9039       1.644823       0.000111
      9040       1.644823       0.000111
      9041       1.644823       0.000111
      9042       1.644823       0.000111
      9043       1.644823       0.000111
      9044       1.644824       0.000111
      9045       1.644824       0.000111
      9046       1.644824       0.000111
      9047       1.644824       0.000111
      9048       1.644824       0.000111
      9049       1.644824       0.000111
      9050       1.644824       0.000110
      9051       1.644824       0.000110
      9052       1.644824       0.000110
      9053       1.644824       0.000110
      9054       1.644824       0.000110
      9055       1.644824       0.000110
      9056       1.644824       0.000110
      9057       1.644824       0.000110
      9058       1.644824       0.000110
      9059       1.644824       0.000110
      9060       1.644824       0.000110
      9061       1.644824       0.000110
      9062       1.644824       0.000110
      9063       1.644824       0.000110
      9064       1.644824       0.000110
      9065       1.644824       0.000110
      9066       1.644824       0.000110
      9067       1.644824       0.000110
      9068       1.644824       0.000110
      9069       1.644824       0.000110
      9070       1.644824       0.000110
      9071       1.644824       0.000110
      9072       1.644824       0.000110
      9073       1.644824       0.000110
      9074       1.644824       0.000110
      9075       1.644824       0.000110
      9076       1.644824       0.000110
      9077       1.644824       0.000110
      9078       1.644824       0.000110
      9079       1.644824       0.000110
      9080       1.644824       0.000110
      9081       1.644824       0.000110
      9082       1.644824       0.000110
      9083       1.644824       0.000110
      9084       1.644824       0.000110
      9085       1.644824       0.000110
      9086       1.644824       0.000110
      9087       1.644824       0.000110
      9088       1.644824       0.000110
      9089       1.644824       0.000110
      9090       1.644824       0.000110
      9091       1.644824       0.000110
      9092       1.644824       0.000110
      9093       1.644824       0.000110
      9094       1.644824       0.000110
      9095       1.644824       0.000110
      9096       1.644824       0.000110
      9097       1.644824       0.000110
      9098       1.644824       0.000110
      9099       1.644824       0.000110
      9100       1.644824       0.000110
      9101       1.644824       0.000110
      9102       1.644824       0.000110
      9103       1.644824       0.000110
      9104       1.644824       0.000110
      9105       1.644824       0.000110
      9106       1.644824       0.000110
      9107       1.644824       0.000110
      9108       1.644824       0.000110
      9109       1.644824       0.000110
      9110       1.644824       0.000110
      9111       1.644824       0.000110
      9112       1.644824       0.000110
      9113       1.644824       0.000110
      9114       1.644824       0.000110
      9115       1.644824       0.000110
      9116       1.644824       0.000110
      9117       1.644824       0.000110
      9118       1.644824       0.000110
      9119       1.644824       0.000110
      9120       1.644824       0.000110
      9121       1.644824       0.000110
      9122       1.644824       0.000110
      9123       1.644824       0.000110
      9124       1.644824       0.000110
      9125       1.644824       0.000110
      9126       1.644824       0.000110
      9127       1.644825       0.000110
      9128       1.644825       0.000110
      9129       1.644825       0.000110
      9130       1.644825       0.000110
      9131       1.644825       0.000110
      9132       1.644825       0.000109
      9133       1.644825       0.000109
      9134       1.644825       0.000109
      9135       1.644825       0.000109
      9136       1.644825       0.000109
      9137       1.644825       0.000109
      9138       1.644825       0.000109
      9139       1.644825       0.000109
      9140       1.644825       0.000109
      9141       1.644825       0.000109
      9142       1.644825       0.000109
      9143       1.644825       0.000109
      9144       1.644825       0.000109
      9145       1.644825       0.000109
      9146       1.644825       0.000109
      9147       1.644825       0.000109
      9148       1.644825       0.000109
      9149       1.644825       0.000109
      9150       1.644825       0.000109
      9151       1.644825       0.000109
      9152       1.644825       0.000109
      9153       1.644825       0.000109
      9154       1.644825       0.000109
      9155       1.644825       0.000109
      9156       1.644825       0.000109
      9157       1.644825       0.000109
      9158       1.644825       0.000109
      9159       1.644825       0.000109
      9160       1.644825       0.000109
      9161       1.644825       0.000109
      9162       1.644825       0.000109
      9163       1.644825       0.000109
      9164       1.644825       0.000109
      9165       1.644825       0.000109
      9166       1.644825       0.000109
      9167       1.644825       0.000109
      9168       1.644825       0.000109
      9169       1.644825       0.000109
      9170       1.644825       0.000109
      9171       1.644825       0.000109
      9172       1.644825       0.000109
      9173       1.644825       0.000109
      9174       1.644825       0.000109
      9175       1.644825       0.000109
      9176       1.644825       0.000109
      9177       1.644825       0.000109
      9178       1.644825       0.000109
      9179       1.644825       0.000109
      9180       1.644825       0.000109
      9181       1.644825       0.000109
      9182       1.644825       0.000109
      9183       1.644825       0.000109
      9184       1.644825       0.000109
      9185       1.644825       0.000109
      9186       1.644825       0.000109
      9187       1.644825       0.000109
      9188       1.644825       0.000109
      9189       1.644825       0.000109
      9190       1.644825       0.000109
      9191       1.644825       0.000109
      9192       1.644825       0.000109
      9193       1.644825       0.000109
      9194       1.644825       0.000109
      9195       1.644825       0.000109
      9196       1.644825       0.000109
      9197       1.644825       0.000109
      9198       1.644825       0.000109
      9199       1.644825       0.000109
      9200       1.644825       0.000109
      9201       1.644825       0.000109
      9202       1.644825       0.000109
      9203       1.644825       0.000109
      9204       1.644825       0.000109
      9205       1.644825       0.000109
      9206       1.644825       0.000109
      9207       1.644825       0.000109
      9208       1.644825       0.000109
      9209       1.644825       0.000109
      9210       1.644825       0.000109
      9211       1.644826       0.000109
      9212       1.644826       0.000109
      9213       1.644826       0.000109
      9214       1.644826       0.000109
      9215       1.644826       0.000109
      9216       1.644826       0.000109
      9217       1.644826       0.000108
      9218       1.644826       0.000108
      9219       1.644826       0.000108
      9220       1.644826       0.000108
      9221       1.644826       0.000108
      9222       1.644826       0.000108
      9223       1.644826       0.000108
      9224       1.644826       0.000108
      9225       1.644826       0.000108
      9226       1.644826       0.000108
      9227       1.644826       0.000108
      9228       1.644826       0.000108
      9229       1.644826       0.000108
      9230       1.644826       0.000108
      9231       1.644826       0.000108
      9232       1.644826       0.000108
      9233       1.644826       0.000108
      9234       1.644826       0.000108
      9235       1.644826       0.000108
      9236       1.644826       0.000108
      9237       1.644826       0.000108
      9238       1.644826       0.000108
      9239       1.644826       0.000108
      9240       1.644826       0.000108
      9241       1.644826       0.000108
      9242       1.644826       0.000108
      9243       1.644826       0.000108
      9244       1.644826       0.000108
      9245       1.644826       0.000108
      9246       1.644826       0.000108
      9247       1.644826       0.000108
      9248       1.644826       0.000108
      9249       1.644826       0.000108
      9250       1.644826       0.000108
      9251       1.644826       0.000108
      9252       1.644826       0.000108
      9253       1.644826       0.000108
      9254       1.644826       0.000108
      9255       1.644826       0.000108
      9256       1.644826       0.000108
      9257       1.644826       0.000108
      9258       1.644826       0.000108
      9259       1.644826       0.000108
      9260       1.644826       0.000108
      9261       1.644826       0.000108
      9262       1.644826       0.000108
      9263       1.644826       0.000108
      9264       1.644826       0.000108
      9265       1.644826       0.000108
      9266       1.644826       0.000108
      9267       1.644826       0.000108
      9268       1.644826       0.000108
      9269       1.644826       0.000108
      9270       1.644826       0.000108
      9271       1.644826       0.000108
      9272       1.644826       0.000108
      9273       1.644826       0.000108
      9274       1.644826       0.000108
      9275       1.644826       0.000108
      9276       1.644826       0.000108
      9277       1.644826       0.000108
      9278       1.644826       0.000108
      9279       1.644826       0.000108
      9280       1.644826       0.000108
      9281       1.644826       0.000108
      9282       1.644826       0.000108
      9283       1.644826       0.000108
      9284       1.644826       0.000108
      9285       1.644826       0.000108
      9286       1.644826       0.000108
      9287       1.644826       0.000108
      9288       1.644826       0.000108
      9289       1.644826       0.000108
      9290       1.644826       0.000108
      9291       1.644826       0.000108
      9292       1.644826       0.000108
      9293       1.644826       0.000108
      9294       1.644826       0.000108
      9295       1.644826       0.000108
      9296       1.644826       0.000108
      9297       1.644827       0.000108
      9298       1.644827       0.000108
      9299       1.644827       0.000108
      9300       1.644827       0.000108
      9301       1.644827       0.000108
      9302       1.644827       0.000107
      9303       1.644827       0.000107
      9304       1.644827       0.000107
      9305       1.644827       0.000107
      9306       1.644827       0.000107
      9307       1.644827       0.000107
      9308       1.644827       0.000107
      9309       1.644827       0.000107
      9310       1.644827       0.000107
      9311       1.644827       0.000107
      9312       1.644827       0.000107
      9313       1.644827       0.000107
      9314       1.644827       0.000107
      9315       1.644827       0.000107
      9316       1.644827       0.000107
      9317       1.644827       0.000107
      9318       1.644827       0.000107
      9319       1.644827       0.000107
      9320       1.644827       0.000107
      9321       1.644827       0.000107
      9322       1.644827       0.000107
      9323       1.644827       0.000107
      9324       1.644827       0.000107
      9325       1.644827       0.000107
      9326       1.644827       0.000107
      9327       1.644827       0.000107
      9328       1.644827       0.000107
      9329       1.644827       0.000107
      9330       1.644827       0.000107
      9331       1.644827       0.000107
      9332       1.644827       0.000107
      9333       1.644827       0.000107
      9334       1.644827       0.000107
      9335       1.644827       0.000107
      9336       1.644827       0.000107
      9337       1.644827       0.000107
      9338       1.644827       0.000107
      9339       1.644827       0.000107
      9340       1.644827       0.000107
      9341       1.644827       0.000107
      9342       1.644827       0.000107
      9343       1.644827       0.000107
      9344       1.644827       0.000107
      9345       1.644827       0.000107
      9346       1.644827       0.000107
      9347       1.644827       0.000107
      9348       1.644827       0.000107
      9349       1.644827       0.000107
      9350       1.644827       0.000107
      9351       1.644827       0.000107
      9352       1.644827       0.000107
      9353       1.644827       0.000107
      9354       1.644827       0.000107
      9355       1.644827       0.000107
      9356       1.644827       0.000107
      9357       1.644827       0.000107
      9358       1.644827       0.000107
      9359       1.644827       0.000107
      9360       1.644827       0.000107
      9361       1.644827       0.000107
      9362       1.644827       0.000107
      9363       1.644827       0.000107
      9364       1.644827       0.000107
      9365       1.644827       0.000107
      9366       1.644827       0.000107
      9367       1.644827       0.000107
      9368       1.644827       0.000107
      9369       1.644827       0.000107
      9370       1.644827       0.000107
      9371       1.644827       0.000107
      9372       1.644827       0.000107
      9373       1.644827       0.000107
      9374       1.644827       0.000107
      9375       1.644827       0.000107
      9376       1.644827       0.000107
      9377       1.644827       0.000107
      9378       1.644827       0.000107
      9379       1.644827       0.000107
      9380       1.644827       0.000107
      9381       1.644827       0.000107
      9382       1.644827       0.000107
      9383       1.644827       0.000107
      9384       1.644828       0.000107
      9385       1.644828       0.000107
      9386       1.644828       0.000107
      9387       1.644828       0.000107
      9388       1.644828       0.000107
      9389       1.644828       0.000107
      9390       1.644828       0.000106
      9391       1.644828       0.000106
      9392       1.644828       0.000106
      9393       1.644828       0.000106
      9394       1.644828       0.000106
      9395       1.644828       0.000106
      9396       1.644828       0.000106
      9397       1.644828       0.000106
      9398       1.644828       0.000106
      9399       1.644828       0.000106
      9400       1.644828       0.000106
      9401       1.644828       0.000106
      9402       1.644828       0.000106
      9403       1.644828       0.000106
      9404       1.644828       0.000106
      9405       1.644828       0.000106
      9406       1.644828       0.000106
      9407       1.644828       0.000106
      9408       1.644828       0.000106
      9409       1.644828       0.000106
      9410       1.644828       0.000106
      9411       1.644828       0.000106
      9412       1.644828       0.000106
      9413       1.644828       0.000106
      9414       1.644828       0.000106
      9415       1.644828       0.000106
      9416       1.644828       0.000106
      9417       1.644828       0.000106
      9418       1.644828       0.000106
      9419       1.644828       0.000106
      9420       1.644828       0.000106
      9421       1.644828       0.000106
      9422       1.644828       0.000106
      9423       1.644828       0.000106
      9424       1.644828       0.000106
      9425       1.644828       0.000106
      9426       1.644828       0.000106
      9427       1.644828       0.000106
      9428       1.644828       0.000106
      9429       1.644828       0.000106
      9430       1.644828       0.000106
      9431       1.644828       0.000106
      9432       1.644828       0.000106
      9433       1.644828       0.000106
      9434       1.644828       0.000106
      9435       1.644828       0.000106
      9436       1.644828       0.000106
      9437       1.644828       0.000106
      9438       1.644828       0.000106
      9439       1.644828       0.000106
      9440       1.644828       0.000106
      9441       1.644828       0.000106
      9442       1.644828       0.000106
      9443       1.644828       0.000106
      9444       1.644828       0.000106
      9445       1.644828       0.000106
      9446       1.644828       0.000106
      9447       1.644828       0.000106
      9448       1.644828       0.000106
      9449       1.644828       0.000106
      9450       1.644828       0.000106
      9451       1.644828       0.000106
      9452       1.644828       0.000106
      9453       1.644828       0.000106
      9454       1.644828       0.000106
      9455       1.644828       0.000106
      9456       1.644828       0.000106
      9457       1.644828       0.000106
      9458       1.644828       0.000106
      9459       1.644828       0.000106
      9460       1.644828       0.000106
      9461       1.644828       0.000106
      9462       1.644828       0.000106
      9463       1.644828       0.000106
      9464       1.644828       0.000106
      9465       1.644828       0.000106
      9466       1.644828       0.000106
      9467       1.644828       0.000106
      9468       1.644828       0.000106
      9469       1.644828       0.000106
      9470       1.644828       0.000106
      9471       1.644828       0.000106
      9472       1.644828       0.000106
      9473       1.644829       0.000106
      9474       1.644829       0.000106
      9475       1.644829       0.000106
      9476       1.644829       0.000106
      9477       1.644829       0.000106
      9478       1.644829       0.000106
      9479       1.644829       0.000105
      9480       1.644829       0.000105
      9481       1.644829       0.000105
      9482       1.644829       0.000105
      9483       1.644829       0.000105
      9484       1.644829       0.000105
      9485       1.644829       0.000105
      9486       1.644829       0.000105
      9487       1.644829       0.000105
      9488       1.644829       0.000105
      9489       1.644829       0.000105
      9490       1.644829       0.000105
      9491       1.644829       0.000105
